(+)-alpha-pinene	CC1=CCC2CC1C2(C)C	GRWFGVWFFZKLTI-UHFFFAOYSA-N
3-Hydroxy-Glutarate	C(C(CC(=O)O)O)C(=O)O	ZQHYXNSQOIDNTL-UHFFFAOYSA-N
3-Hydroxy-Isovaleryl Carnitine	CC(C)(O)CC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	IGLHHSKNBDXCEY-UHFFFAOYSA-N
3-Hydroxy-Octadecenoyl Carnitine	CCCCCCCCCCCCCCCC(=O)C=C(C(CC(=O)[O-])(C[N+](C)(C)C)O)O	VGZUJSRBASREKH-UHFFFAOYSA-N
3-Hydroxy-Sebacic Acid	C(CCCC(=O)O)CCC(CC(=O)O)O	OQYZCCKCJQWHIE-UHFFFAOYSA-N
3-Hydroxy-Tetradecanoyl Carnitine	CCCCCCCCCCCC(O)CC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	GFAZJTUXMHGTOC-UHFFFAOYSA-N
3-Hydroxycinnamic Acid	C1=CC(=CC(=C1)O)C=CC(=O)O	KKSDGJDHHZEWEP-SNAWJCMRSA-N
3-Hydroxydecanoylcarnitine	CCCCCCCC(CC(=O)OC(CCC(=O)[O-])[N+](C)(C)C)O	XZARHVHXYGIXLB-UHFFFAOYSA-N
3-Hydroxydodecanoylcarnitine	CCCCCCCCCC(O)CC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	ULWDPUHFMOBGFJ-UHFFFAOYSA-N
3-Hydroxyhexadecanoylcarnitine	CCCCCCCCCCCCCC(CC(=O)OC(CC(=O)[O-])C[N+](C)(C)C)O	XKAZIAFZAQAHHG-UHFFFAOYSA-N
3-Hydroxyhexadecenoylcarnitine	CCCCCCC=CCCCCCC(CC(=O)OC(CC(=O)[O-])C[N+](C)(C)C)O	XIOFWXBRLXTMQD-RPZXQYRRSA-N
3-Hydroxyisovaleric Acid	CC(C)(CC(=O)O)O	AXFYFNCPONWUHW-UHFFFAOYSA-N
3-Hydroxyisovaleryl Coenzyme A	CC(C)(O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]	PEVZKILCBDEOBT-CITAKDKDSA-J
3-Hydroxyoctadecadienoylcarnitine	CCCCCCCCCCCCCC=CC(=CC(=O)C(CC(=O)[O-])(C[N+](C)(C)C)O)O	RZKYNXRYSVBYTQ-UHFFFAOYSA-N
3-Methyl-Glutarate	CC(CC(=O)O)CC(=O)O	XJMMNTGIMDZPMU-UHFFFAOYSA-N
3-Methylhistidine	CN1C=NC=C1CC(C(=O)O)N	JDHILDINMRGULE-LURJTMIESA-N
3-O-acetyl-ADP-D-ribose	CC(=O)O[C@@H]1[C@@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)OC(O)[C@@H]1O	HNHCIVXQBMBKPQ-YDKGJHSESA-L
3-O-methyldopa	COc1cc(C[C@H](N)C(=O)O)ccc1O	PFDUUKDQEHURQC-ZETCQYMHSA-N
3-Oxo-Cis-9-Octadecenoyl Coenzyme A	CCCCCCCC/C=C\CCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1O[C@H](n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]	AVEYYKDEKGJVBU-BTGYZWEPSA-J
3-Oxolaur-Cis-5-Enoyl Coenzyme A	CCCCCC/C=C\CC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1O[C@H](n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]	VKLHSLOWDWGVGP-HTMDDOFJSA-J
3-UMP	O=c1ccn([C@@H]2O[C@H](CO)[C@@H](OP(=O)(O)O)[C@H]2O)c(=O)n1	FOGRQMPFHUHIGU-XVFCMESISA-N
3-amino-propanal	[NH3+]CCC=O	PCXDJQZLDDHMGX-UHFFFAOYSA-O
3-carboxy-1-hydroxypropyl-ThPP	Cc1ncc(C[n+]2c(C(O)CCC(=O)O)sc(CCOP(=O)(O)OP(=O)(O)O)c2C)c(N)n1	ZWUKRGPVMMTMAF-UHFFFAOYSA-O
3-decaprenyl-4-hydroxybenzoate	CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/Cc1cc(C(=O)[O-])ccc1O	CMPNJZREBHCPHN-LTNIBBDRSA-M
3-dehydro-L-gulonate	O=C([O-])[C@@H](O)C(=O)[C@H](O)[C@@H](O)CO	WTAHRPBPWHCMHW-LWKDLAHASA-M
3-dehydrosphinganine	CCCCCCCCCCCCCCCC(=O)[C@@H]([NH3+])CO	KBUNOSOGGAARKZ-KRWDZBQOSA-O
3-demethylubiquinol-10	COc1c(O)c(O)c(C)c(C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)c1O	VLMQNHNMQVLPQI-AVRCVIBKSA-N
3-deoxy-D-glycero-D-galacto-2-nonulosonic acid	C1C(C(C(OC1(C(=O)O)O)C(C(CO)O)O)O)O	CLRLHXKNIYJWAW-QBTAGHCHSA-N
3-deoxy-D-glycero-D-galacto-2-nonulosonic acid-9-phosphate	O=C([O-])C(=O)C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)COP(=O)([O-])[O-]	ONDNEVXIOCSZAT-IMSDGWMTSA-K
3-hydroxy-2,6-dimethyl-5-methylene-heptanoyl-CoA	CC(C)C(=C)CC(C(C)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O	LQMGDAUBYDSVAK-VEQIRKQXSA-N
3-hydroxy-2-methyl-3-phytyl-2,3-dihydronaphthoquinone	C/C(=C\CC1(O)C(=O)c2ccccc2C(=O)C1C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C	OOJSROHRRKVBFW-MNBFGQJISA-N
3-hydroxy-L-kynurenine	Nc1c(O)cccc1C(=O)C[C@H](N)C(=O)O	VCKPUUFAIGNJHC-LURJTMIESA-N
3-hydroxy-N6,N6,N6-trimethyl-L-lysine	C[N+](C)(C)CCCC(O)[C@H]([NH3+])C(=O)[O-]	ZRJHLGYVUCPZNH-MQWKRIRWSA-O
3-hydroxy-THA-CoA	CCC=CCC=CCC=CCC=CCC=CCC=CCCC(CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O	JJCGUWRDULVWQG-DGNFNSLNSA-N
3-hydroxyanthranilate	Nc1c(O)cccc1C(=O)O	WJXSWCUQABXPFS-UHFFFAOYSA-N
3-hydroxydocosanoyl-CoA	CCCCCCCCCCCCCCCCCCCC(CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O	VNJQSRVXTRJVAZ-NGZXMKLGSA-N
3-hydroxyeicosanoyl-CoA	CCCCCCCCCCCCCCCCCC(CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O	KNSVYMFEJLUJST-MJMSVFGZSA-N
3-hydroxyheptadecanoyl-CoA	CCCCCCCCCCCCCCC(CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O	WSVGZMBRZBPVEM-UHFFFAOYSA-N
3-hydroxyheptanoyl-CoA	CCCCC(CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O	VISQBWUSDZWVMM-UHFFFAOYSA-N
3-hydroxyhexacosanoyl-CoA	CCCCCCCCCCCCCCCCCCCCCCCC(CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O	GBMJOTOUUWGTIA-HSPCTEKSSA-N
3-hydroxyisobutyrate	C[C@@H](CO)C(=O)O	DBXBTMSZEOQQDU-VKHMYHEASA-N
3-hydroxyisobutyryl-CoA	CC(CO)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O	WWEOGFZEFHPUAM-MIZDRFBCSA-N
3-hydroxykynurenamine	NCCC(=O)c1cccc(O)c1N	ODOPEICAGBYCFH-UHFFFAOYSA-N
3-hydroxykynurenine-O-beta-D-glucoside	Nc1c(O[C@H]2O[C@@H](CO)[C@@H](O)[C@@H](O)[C@H]2O)cccc1C(=O)C[C@@H]([NH3+])C(=O)[O-]	SYBDIVKHFDAAJV-RBDCUATOSA-N
3-hydroxyoctadecanoyl-CoA	CCCCCCCCCCCCCCCC(CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O	WZMAIEGYXCOYSH-FWBOWLIOSA-N
3-hydroxypentadecanoyl-CoA	CCCCCCCCCCCCC(CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O	QAAKZCOMMVOBIA-UHFFFAOYSA-N
3-hydroxypristanoyl-CoA	CC(C)CCCC(C)CCCC(C)CCC(C(C)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O	OQWHTSXXBMVROE-VDRJVRINSA-N
3-hydroxypropionyl-CoA	CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCO	BERBFZCUSMQABM-IEXPHMLFSA-N
3-hydroxytetracosanoyl-CoA	CCCCCCCCCCCCCCCCCCCCCC(CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O	QIBKBVRVOFIKLN-SBPVGHMXSA-N
3-hydroxytridecanoyl-CoA	CCCCCCCCCCC(CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O	DGCKWHYVMOUMCS-UHFFFAOYSA-N
3-hydroxyundecanoyl-CoA	CCCCCCCCC(CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O	JIOGXINZSOQEGE-UHFFFAOYSA-N
3-iodo-L-tyrosine	N[C@@H](Cc1ccc(O)c(I)c1)C(=O)O	UQTZMGFTRHFAAM-ZETCQYMHSA-N
3-keto-4-methylzymosterol	[H][C@@]12CC[C@]([H])([C@H](C)CCC=C(C)C)[C@@]1(C)CCC1=C2CC[C@@]2([H])C(C)C(=O)CC[C@]12C	DBPZYKHQDWKORQ-MWEYQPRESA-N
3-keto-THA-CoA	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]	DNHDPAXPQGYGIJ-KWFBMMABSA-J
3-keto-beta-D-galactose	O=C1[C@@H](O)[C@H](O)O[C@H](CO)[C@@H]1O	APIQNBNBIICCON-FKMSRSAHSA-N
3-keto-eicosa-8,11,14,17-all-cis-tetraenoyl-CoA	CC/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1O[C@H](n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]	VVLBCJHQULSXJN-QWRJARGZSA-J
3-ketolactose	C(C1C(C(=O)C(C(O1)OC(C(CO)O)C(C(C=O)O)O)O)O)O	QVZHZVWYFNADIO-BATPLZQESA-N
3-ketopristanoyl-CoA	CC(C)CCCC(C)CCCC(C)CCC(=O)C(C)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]	NQFYRDGBRBDQQG-SVFBWJQPSA-J
3-mercaptolactate	O=C(O)[C@@H](O)CS	OLQOVQTWRIJPRE-REOHCLBHSA-N
3-mercaptolactate-cysteine-disulfide	N[C@@H](CSSCC(O)C(=O)O)C(=O)O	MAFDYIDMXCXBRB-WUCPZUCCSA-N
3-methoxy-4-hydroxy-5-all-trans-decaprenylbenzoate	CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCC1=C(C(=CC(=C1)C(=O)O)OC)[O-])C)C)C)C)C)C)C)C)C)C	WCQCNOIKXGNDLX-RDSVHMIISA-M
3-methoxy-4-hydroxyphenylacetaldehyde	COc1cc(CC=O)ccc1O	GOQGGGANVKPMNH-UHFFFAOYSA-N
3-methoxy-4-hydroxyphenylethyleneglycol	COc1cc([C@@H](O)CO)ccc1O	FBWPWWWZWKPJFL-QMMMGPOBSA-N
3-methoxy-4-hydroxyphenylglycolaldehyde	COC1=C(C=CC(=C1)C(C=O)O)O	VISAJVAPYPFKCL-UHFFFAOYSA-N
3-methoxy-acetaminophen	CC(=O)NC1=CC(=C(C=C1)O)OC	KIZWIAQUWRXFNC-UHFFFAOYSA-N
3-methoxytyramine	COc1cc(CCN)ccc1O	DIVQKHQLANKJQO-UHFFFAOYSA-N
3-methyl-2-oxobutanoate-dehydrogenase	[*]NC(=O)[C@H](CO)NC([*])=O	
3-methyl-2-oxobutanoate-dehydrogenase-phosphate	[*]NC(=O)[C@H](COP(=O)(O)O)NC([*])=O	
3-methyl-2-oxobutyrate	CC(C)C(=O)C(=O)O	QHKABHOOEWYVLI-UHFFFAOYSA-N
3-methylcrotonyl-CoA	CC(C)=CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O	BXIPALATIYNHJN-ZMHDXICWSA-N
3-methylglutaconyl-CoA	C/C(=C\C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)CC(=O)O	GXKSHRDAHFLWPN-RKYLSHMCSA-N
3-monoiodo-L-thyronine	C1=CC(=CC=C1O)OC2=C(C=C(C=C2)CC(C(=O)[O-])[NH3+])I	SXQVOFSDWXYIRP-ZDUSSCGKSA-N
3-monoiodo-L-thyronine-4-O-sulfate	[NH3+][C@H](Cc1ccc(Oc2ccc(OS(=O)(=O)[O-])c(I)c2)cc1)C(=O)[O-]	HPQMRLCNKPMUJD-CYBMUJFWSA-M
3-oxo-(2S)-methylisocapryloyl-CoA	CC(C)CCC(=O)C(C)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O	RVEAGMLBRLLBNX-HWTJIFIXSA-N
3-oxo-(6Z,9Z,12Z)-octadecatrienoyl-CoA	CCCCCC=CCC=CCC=CCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O	MXEGJRWBNSTXJD-FHDVEODPSA-J
3-oxo-10(R)-hydroxy-octadeca-(6E,8E,12Z)-trienoate	CCCCC/C=C\C[C@@H](O)/C=C/C=C/CCC(=O)CC(=O)O	DASVGFACDRAZQR-NBKJEZFOSA-N
3-oxo-10(R)-hydroxy-octadeca-(6E,8E,12Z)-trienoyl-CoA	CCCCC/C=C\CC(O)/C=C/C=C/CCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1O[C@H](n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]	SVVDPRGQCCIAMF-SESGPPJXSA-J
3-oxo-10(S)-hydroxy-octadeca-(6E,8E,12Z)-trienoyl-CoA	CCCCC/C=C\C[C@H](O)C=C/C=C/CCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1O[C@H](n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]	SVVDPRGQCCIAMF-BYUAPLALSA-J
3-oxo-11-cis-eicosenoyl-CoA	CCCCCCCC/C=C\CCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1O[C@H](n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]	ASKKPQKSCFYPPP-JPKCQDBUSA-J
3-oxo-11-cis-octadecenoyl-CoA	CCCCCCC=CCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O	OUROWZUTGFHRJE-SAIINBSPSA-J
3-oxo-13cis-docosenoyl-CoA	CCCCCCCC/C=C\CCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1O[C@H](n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]	TWKFVJBYYSLPHE-MVWMFJOUSA-J
3-oxo-4(R),8-dimethyl-nonanoyl-CoA	CC(C)CCCC(C)C(=O)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O	YMYLLQAUKBJHAS-RMJAONIFSA-N
3-oxo-4-methyl-pentanoyl-CoA	CC(C)C(=O)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O	NVBSRDSMDMDKDD-UNJBKMQWSA-N
3-oxo-all-cis-6,9,12,15,18-tetracosapentaenoyl-CoA	CCC=CCC=CCC=CCC=CCC=CCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O	UQPANOGFYCZRAV-UWOIJHEUSA-N
3-oxo-cis,cis-5,8-tetradecadienoyl-CoA	CCCCC/C=C\C/C=C\CC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]	XOCYFFRISHLAMW-MURFETPASA-J
3-oxo-cis,cis-7,10-hexadecadienoyl-CoA	CCCCC/C=C\C/C=C\CCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1O[C@H](n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]	KNNRGBNFOIBVKN-ULEVOUIXSA-J
3-oxo-cis-15-tetracosaenoyl-CoA	CCCCCCCC/C=C\CCCCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1O[C@H](n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]	OYATWRUGHUAXMW-KPDLDTBJSA-J
3-oxo-dihomo-gamma-linolenoyl-CoA	CCCCC/C=C\C/C=C\CC=CCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1O[C@H](n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]	DJFXNRBQUUFIOS-PIIGZQADSA-J
3-oxo-docosa-10,13,16,19-all-cis-tetraenoyl-CoA	CCC=CCC=CCC=CCC=CCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O	MUBUSEARPWRSQN-XMTMOFKOSA-N
3-oxo-docosa-7,10,13,16,19-all-cis-pentaenoyl-CoA	CCC=CCC=CCC=CCC=CCC=CCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O	SLYKKQSPRFJDAF-PNHDASEGSA-N
3-oxo-docosa-7,10,13,16-all-cis-tetraenoyl-CoA	CCCCCC=CCC=CCC=CCC=CCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O	VMAJWSSWCPBIJY-XTVXXYAESA-N
3-oxo-docosa-cis,cis,cis-10,13,16-trienoyl-CoA	CCCCCC=CCC=CCC=CCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O	GPKHWNMCLWDFOL-YYOOZTOSSA-N
3-oxo-tetracosa-12,15,18,21-all-cis-tetraenoyl-CoA	CCC=CCC=CCC=CCC=CCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O	HPMVBGKWFWCZAY-JDTXFHFDSA-N
3-oxo-tetracosa-9,12,15,18-all-cis-tetraenoyl-CoA	CCCCCC=CCC=CCC=CCC=CCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O	WSALICWLARPULC-SSDCCYKMSA-N
3-oxodecanoyl-CoA	CCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O	AZCVXMAPLHSIKY-HSJNEKGZSA-N
3-oxodocosanoyl-CoA	CCCCCCCCCCCCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O	RKCOGGUHKPTOQJ-GNSUAQHMSA-N
3-oxododecanoyl-CoA	CCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O	HQANBZHVWIDNQZ-GMHMEAMDSA-N
3-oxoeicosa-cis,cis-11,14-dienoyl-CoA	CCCCCC=CCC=CCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O	PUWDUOCPCWFEFG-ZYVAQYBGSA-N
3-oxoeicosanoyl-CoA	CCCCCCCCCCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O	FYBVHNZJDVUVLJ-IBYUJNRCSA-N
3-oxoheptanoyl-CoA	CC(=C)C(CCC(=O)C)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O	VMTHAXKUEKKCEY-PNPVFPMQSA-N
3-oxohexacosanoyl-CoA	CCCCCCCCCCCCCCCCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O	VOMUIFOBQMYJPJ-CPIGOPAHSA-N
3-oxohexanoyl-CoA	CCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O	NFOYYXQAVVYWKV-HDRQGHTBSA-N
3-oxolaur-6-cis-enoyl-CoA	CCCCC/C=C/CCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1O[C@H](n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]	QERQHDHPFGSFJE-NTEQCNOVSA-J
3-oxolinoleoyl-CoA	CCCCC/C=C\C/C=C\CCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1O[C@H](n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]	XROJENOQBXZHJA-OUXAGQEVSA-J
3-oxononanoyl-CoA	CCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O	RIPHVCNHAHVWBC-UHFFFAOYSA-N
